SKU_CODE,PRODUCT_NAME,COLOUR,CATEGORY,SUB_CATEGORY,TAGS,COLLECTIVE_SET,COST_PRICE,SELL_PRICE
SKU0513,Metal Rolling Utility Cart,Gold,Storage,Utility Cart,"[""metal"", ""adjustable"", ""storage"", ""gold"", ""functional""]","[""boho chic set"", ""designer's choice""]",353.83,658.79
SKU0514,Velvet Storage Cabinet,Navy,Storage,Cabinet,"[""modern"", ""adjustable"", ""velvet"", ""stylish"", ""navy"", ""comfort"", ""glam""]","[""curated collection""]",78.46,154.07
SKU0515,Modern Plush Fleece Blanket,Walnut,Home Necessities,Blankets,"[""space-saving"", ""walnut"", ""industrial"", ""functional"", ""bedroom"", ""stylish"", ""essential"", ""comfort""]","[""dining collection"", ""industrial loft look"", ""home essentials"", ""sleep well set"", ""bedroom comfort bundle""]",351.57,702.03
SKU0516,Thermal Chandelier,Brown,Lighting,Ceiling Lamp,"[""modern"", ""adjustable"", ""unique"", ""coastal"", ""brown""]","[""modern minimalist vibe"", ""living room set"", ""complete decor kit""]",375.94,665.65
SKU0517,Leather Loveseat,Teal,Furniture,Sofa,"[""leather"", ""teal"", ""adjustable"", ""home""]","[""office setup"", ""home essentials""]",249.97,708.73
SKU0518,Fabric Framed Print,Maroon,Art,Framed Art,"[""minimalist"", ""adjustable"", ""maroon"", ""classic"", ""fabric"", ""home"", ""lighting""]","[""complete decor kit""]",87.38,142.95
SKU0519,Desktop Zen Fountain,Indigo,Decor,Fountain,"[""indigo"", ""adjustable"", ""rustic"", ""giftable"", ""comfort"", ""glam""]","[""modern minimalist vibe"", ""living room set"", ""designer's choice""]",122.92,268.05
SKU0520,Crystal Wall-Mounted Organizer,Yellow,Storage,Wall Organizer,"[""minimalist"", ""soft"", ""yellow"", ""decor"", ""functional"", ""crystal""]","[""designer's choice""]",195.07,390.53
SKU0521,Stylish Weighted Cotton Blanket,Natural,Home Necessities,Blankets,"[""eco-friendly"", ""cotton"", ""bedroom"", ""classic"", ""essential"", ""comfort"", ""natural""]","[""rustic retreat collection"", ""bathroom essentials"", ""sleep well set"", ""bedroom comfort bundle"", ""designer's choice""]",322.57,588.53
SKU0522,Smart Shag Rug,Yellow,Textiles,Rug,"[""modern"", ""industrial"", ""yellow"", ""contemporary"", ""lighting""]","[""boho chic set"", ""nursery decor"", ""home essentials""]",223.62,609.14
SKU0523,Durable Electric Kettle,Rose Gold,Kitchen,Appliances,"[""durable"", ""adjustable"", ""portable"", ""decor"", ""rose gold"", ""kitchen""]","[""industrial loft look"", ""home essentials""]",165.52,462.09
SKU0524,Resin Wall Tapestry,Pink,Art,Tapestry,"[""resin"", ""farmhouse"", ""durable"", ""pink"", ""portable"", ""bohemian""]","[""boho chic set"", ""complete decor kit""]",335.66,700.44
SKU0525,Accent Storage Cabinet,Floral,Storage,Cabinet,"[""handmade"", ""rustic"", ""giftable"", ""decor"", ""seating"", ""floral""]","[""curated collection"", ""industrial loft look""]",404.56,812.47
SKU0526,Fabric Woven Basket (Large),Maroon,Storage,Basket,"[""maroon"", ""rustic"", ""stylish"", ""fabric"", ""woven"", ""comfort"", ""home""]","[""home essentials""]",409.96,1012.24
SKU0527,Concrete Pendant Light,Indigo,Lighting,Ceiling Lamp,"[""indigo"", ""space-saving"", ""soft"", ""durable"", ""industrial"", ""classic"", ""concrete""]","[""nursery decor"", ""home essentials""]",241.60,452.92
SKU0528,Royale Touch Wood Varnish,Oak,Paints,Wood Finishes,"[""modern"", ""paint"", ""renovation"", ""oak"", ""coastal"", ""wall treatment"", ""wood"", ""comfort"", ""home""]","[""curated collection"", ""painting project kit"", ""home renovation supplies""]",136.26,303.65
SKU0529,Smart Decorative Figurine,Floral,Decor,Figurine,"[""storage"", ""giftable"", ""coastal"", ""floral"", ""glam""]","[""nursery decor"", ""curated collection"", ""industrial loft look""]",302.69,498.30
SKU0530,Resin Soap Dispenser,Charcoal,Bathroom,Accessory Set,"[""resin"", ""space-saving"", ""rustic"", ""bathroom"", ""charcoal"", ""home""]","[""curated collection""]",202.14,507.62
SKU0531,Jute Dining Table,White,Furniture,Table,"[""scandinavian"", ""white"", ""jute"", ""seating"", ""home""]","[""designer's choice""]",208.90,462.63
SKU0532,Metal Framed Print,Navy,Art,Framed Art,"[""modern"", ""metal"", ""bohemian"", ""seating"", ""stylish"", ""navy""]","[""boho chic set"", ""home essentials""]",287.32,469.68
SKU0533,Plush Silky Satin Bedsheet Set,Rose Gold,Home Necessities,Bedsheets,"[""silk"", ""storage"", ""bedroom"", ""rose gold"", ""seating"", ""essential"", ""comfort"", ""home""]","[""rustic retreat collection"", ""complete decor kit"", ""sleep well set"", ""bedroom comfort bundle"", ""nursery decor""]",285.59,564.65
SKU0534,Woven Turkish Bath Towel,Rust,Bathroom,Towel Set,"[""minimalist"", ""farmhouse"", ""rust"", ""eco-friendly"", ""bathroom"", ""classic"", ""woven""]","[""complete decor kit""]",183.20,470.14
SKU0535,Linen Soap Dispenser,Red,Bathroom,Accessory Set,"[""scandinavian"", ""red"", ""eco-friendly"", ""industrial"", ""decor"", ""bathroom"", ""linen""]","[""curated collection""]",275.28,446.86
SKU0536,Cotton Floor Lamp,Transparent,Lighting,Floor Lamp,"[""transparent"", ""modern"", ""storage"", ""cotton"", ""coastal""]","[""boho chic set"", ""dining collection"", ""designer's choice""]",54.10,104.24
SKU0537,Cotton Platform Bed,Indigo,Furniture,Bed,"[""indigo"", ""cotton"", ""functional"", ""bedroom"", ""seating"", ""essential"", ""home"", ""glam""]","[""dining collection"", ""designer's choice"", ""industrial loft look""]",443.88,1268.28
SKU0538,Large Bohemian Tapestry,Terracotta,Art,Tapestry,"[""scandinavian"", ""minimalist"", ""portable"", ""stylish"", ""terracotta""]","[""complete decor kit""]",220.53,569.66
SKU0539,Red Oxide Metal Primer,Ivory,Paints,Primers,"[""ivory"", ""farmhouse"", ""soft"", ""paint"", ""metal"", ""renovation"", ""giftable"", ""wall treatment"", ""lighting""]","[""painting project kit"", ""designer's choice"", ""home renovation supplies""]",236.23,661.25
SKU0540,Bamboo Agate Drink Coaster,Silver,Decor,Coaster,"[""scandinavian"", ""silver"", ""ambient"", ""bamboo"", ""home"", ""lighting""]","[""office setup"", ""curated collection"", ""rustic retreat collection""]",140.80,225.77
SKU0541,Set of 2 Down Alternative Pillows,Brown,Home Necessities,Pillows,"[""space-saving"", ""bohemian"", ""bedroom"", ""stylish"", ""brown"", ""essential"", ""home"", ""comfort"", ""lighting""]","[""complete decor kit"", ""boho chic set"", ""sleep well set"", ""bedroom decor"", ""bedroom comfort bundle""]",331.82,526.34
SKU0542,Handcrafted Serving Bowl,Black,Kitchen,Serveware,"[""durable"", ""black"", ""adjustable"", ""kitchen"", ""stylish""]","[""designer's choice""]",155.75,236.65
SKU0543,Tranquil Blackout Curtains (Pair),Black,Home Necessities,Curtains,"[""soft"", ""durable"", ""black"", ""portable"", ""giftable"", ""essential"", ""comfort""]","[""designer's choice""]",73.20,203.16
SKU0544,Vibrant Leather Loveseat,Pine,Home Necessities,Sofas,"[""space-saving"", ""handmade"", ""functional"", ""leather"", ""coastal"", ""pine"", ""essential"", ""comfort""]","[""living room seating solution"", ""home essentials""]",276.22,691.23
SKU0545,Luxurious Blackout Curtains (Pair),Indigo,Home Necessities,Curtains,"[""indigo"", ""durable"", ""ambient"", ""bohemian"", ""stylish"", ""essential"", ""contemporary"", ""comfort""]","[""living room set"", ""complete decor kit""]",199.32,575.02
SKU0546,Functional Memory Foam Mattress (Queen),Multicolor,Home Necessities,Mattress,"[""multicolor"", ""minimalist"", ""space-saving"", ""eco-friendly"", ""industrial"", ""decor"", ""bedroom"", ""unique"", ""essential"", ""memory foam"", ""comfort""]","[""living room set"", ""sleep well set"", ""curated collection"", ""bedroom comfort bundle""]",413.72,1237.07
SKU0547,Cozy Hybrid Spring Mattress (King),Brown,Home Necessities,Mattress,"[""soft"", ""decor"", ""bedroom"", ""brown"", ""classic"", ""essential"", ""comfort""]","[""complete decor kit"", ""industrial loft look"", ""sleep well set"", ""bedroom comfort bundle"", ""office setup""]",333.54,700.42
SKU0548,Vibrant Towel Set (6-piece),Grey,Bathroom,Towel Set,"[""eco-friendly"", ""decor"", ""bathroom"", ""stylish"", ""essential"", ""grey""]","[""designer's choice""]",269.33,568.45
SKU0549,Red Oxide Metal Primer,Charcoal,Paints,Primers,"[""scandinavian"", ""farmhouse"", ""metal"", ""paint"", ""renovation"", ""portable"", ""wall treatment"", ""charcoal"", ""comfort"", ""home""]","[""curated collection"", ""painting project kit"", ""home renovation supplies""]",393.42,977.93
SKU0550,Microfiber Dining Table,Red,Furniture,Table,"[""microfiber"", ""red"", ""eco-friendly"", ""rustic"", ""contemporary"", ""home""]","[""dining collection"", ""home essentials""]",289.93,476.63
SKU0551,Set of 3 Indoor Planters,Multicolor,Decor,Planter,"[""multicolor"", ""classic"", ""bohemian"", ""handmade""]","[""dining collection"", ""home essentials""]",429.06,834.62
SKU0552,Cotton Tabletop Sculpture,Floral,Art,Sculpture,"[""handmade"", ""adjustable"", ""cotton"", ""rustic"", ""functional"", ""contemporary"", ""floral""]","[""rustic retreat collection"", ""designer's choice""]",56.34,89.59
SKU0553,Thermal Serving Bowl,Teal,Kitchen,Serveware,"[""minimalist"", ""space-saving"", ""decor"", ""unique"", ""kitchen"", ""teal"", ""comfort""]","[""curated collection"", ""glamorous accents""]",133.93,281.34
SKU0554,Tropical Leaf Print,Walnut,Art,Prints,"[""modern"", ""walnut"", ""storage"", ""industrial"", ""essential"", ""contemporary""]","[""curated collection""]",229.61,468.02
SKU0555,TrueCare Exterior Wall Primer,Sage Green,Paints,Primers,"[""scandinavian"", ""sage green"", ""paint"", ""renovation"", ""industrial"", ""giftable"", ""seating"", ""wall treatment""]","[""painting project kit"", ""designer's choice"", ""home renovation supplies""]",327.14,831.79
SKU0556,Set of 3 Abstract Prints,Yellow,Art,Prints,"[""soft"", ""durable"", ""industrial"", ""yellow"", ""essential""]","[""boho chic set"", ""home essentials""]",158.81,430.99
SKU0557,Wool Loveseat,Rust,Furniture,Sofa,"[""minimalist"", ""storage"", ""wool"", ""classic"", ""essential"", ""rust""]","[""living room set"", ""designer's choice""]",75.87,169.44
SKU0558,Spacious Shower Caddy,Walnut,Bathroom,Storage Rack,"[""walnut"", ""eco-friendly"", ""decor"", ""bathroom"", ""coastal"", ""contemporary"", ""comfort""]","[""designer's choice""]",129.08,238.47
SKU0559,Minimalist Indoor Water Fountain,Rust,Decor,Fountain,"[""classic"", ""eco-friendly"", ""coastal"", ""rust""]","[""dining collection"", ""home essentials""]",414.85,864.75
SKU0560,Bamboo Cutlery Tray,White,Storage,Drawer Organizer,"[""space-saving"", ""white"", ""rustic"", ""bohemian"", ""decor"", ""bamboo"", ""lighting""]","[""rustic retreat collection"", ""complete decor kit""]",215.63,583.00
SKU0561,Brass Rolling Utility Cart,Multicolor,Storage,Utility Cart,"[""multicolor"", ""eco-friendly"", ""brass"", ""industrial"", ""giftable"", ""comfort""]","[""curated collection""]",261.59,734.79
SKU0562,Functional Turkish Bath Towel,Cream,Bathroom,Towel Set,"[""scandinavian"", ""eco-friendly"", ""cream"", ""bathroom"", ""stylish"", ""essential"", ""glam""]","[""complete decor kit"", ""glamorous accents""]",78.63,209.06
SKU0563,Gallery Wall Art Set of 5,Bronze,Art,Framed Art,"[""minimalist"", ""bronze"", ""storage"", ""functional"", ""contemporary""]","[""rustic retreat collection"", ""home essentials""]",53.38,88.44
SKU0564,Copper Shower Curtain,Teal,Bathroom,Shower Curtain,"[""modern"", ""copper"", ""storage"", ""rustic"", ""bathroom"", ""seating"", ""teal""]","[""complete decor kit""]",17.29,43.31
SKU0565,Silk Desk Clock,Mustard Yellow,Decor,Clock,"[""silk"", ""mustard yellow"", ""eco-friendly"", ""giftable"", ""contemporary"", ""glam""]","[""curated collection""]",72.23,120.88
SKU0566,Jute Abstract Figurine,Floral,Art,Sculpture,"[""soft"", ""jute"", ""portable"", ""industrial"", ""unique"", ""floral""]","[""complete decor kit""]",427.79,807.64
SKU0567,Crystal Rattan Pendant Light,Brown,Lighting,Pendant Light,"[""brown"", ""crystal"", ""classic"", ""comfort"", ""rattan""]","[""outdoor living"", ""industrial loft look"", ""home essentials""]",302.28,855.79
SKU0568,Linen Bathroom Vanity,Ivory,Furniture,Vanity,"[""minimalist"", ""ivory"", ""adjustable"", ""functional"", ""bathroom"", ""coastal"", ""linen"", ""comfort""]","[""glamorous accents"", ""complete decor kit"", ""dining collection""]",107.45,242.71
SKU0569,Set of 3 Floating Shelves,Navy,Furniture,Shelving,"[""navy"", ""unique"", ""minimalist"", ""handmade""]","[""curated collection"", ""bathroom essentials"", ""industrial loft look""]",75.62,198.79
SKU0570,Standard Pillowcases,White,Textiles,Pillowcase,"[""durable"", ""white"", ""adjustable"", ""eco-friendly"", ""unique""]","[""living room set"", ""designer's choice""]",92.55,219.19
SKU0571,Set of 6 Tumblers,Multicolor,Kitchen,Glassware,"[""multicolor"", ""handmade"", ""functional"", ""kitchen"", ""classic""]","[""home essentials""]",275.74,812.95
SKU0572,Resin Storage Unit,Walnut,Furniture,Storage,"[""resin"", ""modern"", ""walnut"", ""rustic"", ""decor"", ""seating"", ""glam""]","[""designer's choice""]",243.11,668.84
SKU0573,Set of 3 Taper Candle Holders,Multicolor,Decor,Candle Holder,"[""multicolor"", ""modern"", ""adjustable"", ""decor"", ""coastal"", ""glam""]","[""complete decor kit""]",435.62,1299.36
SKU0574,Royale Touch Wood Varnish,Emerald,Paints,Wood Finishes,"[""wood"", ""paint"", ""renovation"", ""wall treatment"", ""stylish"", ""emerald"", ""classic"", ""essential"", ""contemporary"", ""glam""]","[""complete decor kit"", ""painting project kit"", ""home renovation supplies""]",38.30,89.56
SKU0575,Tractor Synthetic Enamel,Oak,Paints,Enamels,"[""paint"", ""adjustable"", ""renovation"", ""oak"", ""decor"", ""wall treatment"", ""comfort""]","[""curated collection"", ""painting project kit"", ""glamorous accents"", ""home renovation supplies""]",414.48,856.38
SKU0576,Oak Wall Tapestry,Pink,Art,Tapestry,"[""modern"", ""farmhouse"", ""soft"", ""durable"", ""pink"", ""rustic"", ""oak""]","[""industrial loft look"", ""home essentials""]",243.75,721.55
SKU0577,Ace Advanced Exterior Emulsion,Navy,Paints,Exterior Paints,"[""modern"", ""adjustable"", ""paint"", ""renovation"", ""storage"", ""navy"", ""industrial"", ""rustic"", ""wall treatment"", ""classic""]","[""boho chic set"", ""home renovation supplies"", ""painting project kit"", ""home essentials""]",132.66,323.15
SKU0578,Set of 3 Storage Baskets,Oak,Storage,Basket,"[""eco-friendly"", ""farmhouse"", ""oak"", ""home""]","[""complete decor kit""]",223.41,393.40
SKU0579,Set of 3 Taper Candle Holders,Indigo,Decor,Candle Holder,"[""indigo"", ""adjustable"", ""industrial"", ""bohemian"", ""giftable""]","[""modern minimalist vibe"", ""curated collection"", ""bedroom decor""]",192.23,367.03
SKU0580,Handcrafted Botanical Wall Art,Gold,Art,Wall Decor,"[""durable"", ""adjustable"", ""eco-friendly"", ""gold"", ""functional"", ""coastal"", ""contemporary""]","[""curated collection""]",418.04,1033.65
SKU0581,Copper Toaster Oven,Black,Kitchen,Appliances,"[""copper"", ""black"", ""portable"", ""giftable"", ""kitchen""]","[""designer's choice""]",27.67,48.50
SKU0582,Functional Tabletop Sculpture,Grey,Art,Sculpture,"[""storage"", ""rustic"", ""grey"", ""functional""]","[""curated collection""]",241.23,504.84
SKU0583,Apcolite Premium Satin Emulsion,Emerald,Paints,Interior Paints,"[""farmhouse"", ""paint"", ""renovation"", ""eco-friendly"", ""functional"", ""wall treatment"", ""emerald""]","[""painting project kit"", ""designer's choice"", ""home renovation supplies""]",334.69,893.74
SKU0584,Rust-Stop Metal Paint,Transparent,Paints,Metal Finishes,"[""scandinavian"", ""transparent"", ""metal"", ""handmade"", ""paint"", ""renovation"", ""eco-friendly"", ""bohemian"", ""decor"", ""wall treatment""]","[""complete decor kit"", ""painting project kit"", ""home renovation supplies""]",144.58,417.42
SKU0585,Stackable Storage Bins (2-pack),Lavender,Kitchen,Storage,"[""soft"", ""lavender"", ""kitchen"", ""stylish"", ""home""]","[""designer's choice""]",165.15,371.05
SKU0586,Large Bohemian Tapestry,Emerald,Art,Tapestry,"[""ambient"", ""functional"", ""contemporary"", ""emerald"", ""home"", ""lighting"", ""glam""]","[""home essentials""]",167.75,480.98
SKU0587,Apcolite Satin Enamel,Mustard Yellow,Paints,Enamels,"[""scandinavian"", ""paint"", ""mustard yellow"", ""renovation"", ""unique"", ""wall treatment"", ""essential"", ""comfort"", ""glam""]","[""modern minimalist vibe"", ""home renovation supplies"", ""painting project kit"", ""home essentials""]",430.38,648.53
SKU0588,Smart LED Strip Light,Natural,Lighting,Ambient Light,"[""scandinavian"", ""modern"", ""rustic"", ""natural"", ""lighting""]","[""office setup"", ""complete decor kit""]",244.79,720.02
SKU0589,Accent Storage Cabinet,Maple,Storage,Cabinet,"[""minimalist"", ""modern"", ""soft"", ""maple"", ""industrial"", ""ambient""]","[""glamorous accents"", ""designer's choice""]",49.26,91.45
SKU0590,Luxurious Orthopedic Cervical Pillow,White,Home Necessities,Pillows,"[""minimalist"", ""space-saving"", ""white"", ""bedroom"", ""essential"", ""home"", ""comfort"", ""lighting""]","[""curated collection"", ""rustic retreat collection"", ""sleep well set"", ""bedroom comfort bundle"", ""living room set""]",377.22,969.37
SKU0591,Desktop Zen Fountain,Indigo,Decor,Fountain,"[""scandinavian"", ""indigo"", ""farmhouse"", ""adjustable"", ""seating"", ""stylish""]","[""curated collection""]",246.23,494.69
SKU0592,Marble Decorative Figurine,Brown,Decor,Figurine,"[""scandinavian"", ""adjustable"", ""rustic"", ""marble"", ""functional"", ""brown""]","[""living room set"", ""rustic retreat collection"", ""home essentials""]",161.12,278.08
SKU0593,Rust-Stop Metal Paint,Pink,Paints,Metal Finishes,"[""scandinavian"", ""minimalist"", ""modern"", ""metal"", ""handmade"", ""adjustable"", ""paint"", ""renovation"", ""pink"", ""wall treatment""]","[""home renovation supplies"", ""complete decor kit"", ""painting project kit"", ""industrial loft look""]",256.54,454.85
SKU0594,Direct to Metal Protective Paint,Floral,Paints,Metal Finishes,"[""space-saving"", ""modern"", ""metal"", ""paint"", ""renovation"", ""decor"", ""wall treatment"", ""floral""]","[""curated collection"", ""painting project kit"", ""home renovation supplies""]",303.25,828.82
SKU0595,Oak Desk Clock,Emerald,Decor,Clock,"[""industrial"", ""ambient"", ""oak"", ""decor"", ""emerald"", ""home"", ""glam""]","[""curated collection""]",409.23,1134.03
SKU0596,Crystal Soap Dispenser,Cream,Bathroom,Accessory Set,"[""scandinavian"", ""modern"", ""industrial"", ""cream"", ""bathroom"", ""crystal"", ""essential""]","[""curated collection""]",430.02,1242.24
SKU0597,Microfiber Wall Sconce,Terracotta,Lighting,Wall Sconce,"[""scandinavian"", ""microfiber"", ""storage"", ""classic"", ""terracotta"", ""contemporary""]","[""outdoor living"", ""designer's choice"", ""industrial loft look""]",210.70,472.27
SKU0598,LED Wall Sconce,Silver,Lighting,Wall Sconce,"[""silver"", ""adjustable"", ""unique"", ""stylish"", ""essential""]","[""rustic retreat collection"", ""complete decor kit"", ""bathroom essentials""]",325.25,931.72
SKU0599,Modern Wall Sconce,Orange,Lighting,Wall Sconce,"[""orange"", ""space-saving"", ""durable"", ""lighting""]","[""nursery decor"", ""home essentials""]",113.58,246.10
SKU0600,Universal Wood Primer,Yellow,Paints,Primers,"[""farmhouse"", ""paint"", ""renovation"", ""storage"", ""yellow"", ""coastal"", ""seating"", ""stylish"", ""wall treatment"", ""wood""]","[""complete decor kit"", ""painting project kit"", ""home renovation supplies""]",22.50,39.38
SKU0601,Wood Floating Shelf,Charcoal,Storage,Shelf,"[""minimalist"", ""home"", ""eco-friendly"", ""charcoal"", ""wood"", ""glam""]","[""complete decor kit""]",268.37,770.33
SKU0602,Abstract Memory Foam Mattress (Queen),Navy,Home Necessities,Mattress,"[""storage"", ""industrial"", ""decor"", ""bedroom"", ""navy"", ""essential"", ""memory foam"", ""comfort"", ""home""]","[""rustic retreat collection"", ""complete decor kit"", ""sleep well set"", ""bedroom comfort bundle"", ""nursery decor""]",296.62,486.31
SKU0603,Set of 3 Indoor Planters,Gold,Decor,Planter,"[""classic"", ""gold"", ""lighting""]","[""designer's choice""]",168.45,356.55
SKU0604,Chic Indoor Water Fountain,Copper,Decor,Fountain,"[""space-saving"", ""copper"", ""ambient"", ""bohemian"", ""stylish"", ""glam""]","[""modern minimalist vibe"", ""nursery decor"", ""home essentials""]",163.02,283.63
SKU0605,Set of 5 Cooking Spoons,Oak,Kitchen,Utensils,"[""portable"", ""giftable"", ""oak"", ""unique"", ""coastal"", ""kitchen""]","[""curated collection"", ""glamorous accents""]",108.22,234.49
SKU0606,Classic Pendant Light,Transparent,Lighting,Ceiling Lamp,"[""transparent"", ""space-saving"", ""soft"", ""functional""]","[""nursery decor"", ""designer's choice""]",336.28,819.23
SKU0607,Sunset Landscape Painting,Beige,Art,Painting,"[""glam"", ""space-saving"", ""beige"", ""decor""]","[""designer's choice"", ""industrial loft look""]",345.85,544.34
SKU0608,TrueCare Exterior Wall Primer,Ivory,Paints,Primers,"[""ivory"", ""paint"", ""renovation"", ""portable"", ""decor"", ""wall treatment""]","[""painting project kit"", ""designer's choice"", ""home renovation supplies""]",307.32,831.15
SKU0609,Steel Accent Chair,Maple,Furniture,Chair,"[""comfort"", ""stylish"", ""steel"", ""maple""]","[""living room set"", ""complete decor kit""]",383.88,851.76
SKU0610,Ceramic Bathroom Vanity,Walnut,Furniture,Vanity,"[""walnut"", ""ceramic"", ""bathroom"", ""home"", ""comfort"", ""lighting""]","[""home essentials""]",228.07,531.87
SKU0611,Handcrafted Desk Clock,Turquoise,Decor,Clock,"[""durable"", ""portable"", ""rustic"", ""turquoise"", ""functional""]","[""complete decor kit""]",420.19,791.36
SKU0612,Memory Foam Bath Rug,Oak,Bathroom,Bath Mat,"[""durable"", ""handmade"", ""farmhouse"", ""bohemian"", ""oak"", ""bathroom"", ""classic"", ""essential"", ""memory foam""]","[""curated collection""]",394.43,988.45
SKU0613,Textured Botanical Wall Art,Floral,Art,Wall Decor,"[""seating"", ""farmhouse"", ""floral"", ""home""]","[""designer's choice""]",362.60,992.20
SKU0614,Functional Turkish Bath Towel,Natural,Bathroom,Towel Set,"[""minimalist"", ""modern"", ""adjustable"", ""eco-friendly"", ""decor"", ""bathroom"", ""natural"", ""glam""]","[""home essentials""]",213.99,502.76
SKU0615,Resin Office Desk,Rust,Furniture,Desk,"[""resin"", ""space-saving"", ""soft"", ""durable"", ""home office"", ""contemporary"", ""rust""]","[""living room set"", ""designer's choice""]",345.48,1005.54
SKU0616,Rattan Storage Unit,Cream,Furniture,Storage,"[""space-saving"", ""cream"", ""functional"", ""decor"", ""coastal"", ""comfort"", ""rattan""]","[""complete decor kit""]",37.41,98.10
SKU0617,Memory Foam Full Length Mirror,Blue,Decor,Mirror,"[""scandinavian"", ""durable"", ""memory foam"", ""seating"", ""blue"", ""contemporary"", ""comfort""]","[""nursery decor"", ""complete decor kit""]",445.76,773.72
SKU0618,Over-the-Toilet Storage,Rust,Bathroom,Storage Rack,"[""scandinavian"", ""modern"", ""rustic"", ""giftable"", ""bathroom"", ""rust"", ""comfort""]","[""home essentials""]",238.05,647.15
SKU0619,Geometric Arch Floor Lamp,Transparent,Lighting,Floor Lamp,"[""minimalist"", ""transparent"", ""modern"", ""adjustable"", ""portable"", ""bohemian"", ""unique""]","[""home essentials""]",108.77,211.25
SKU0620,Smart Arch Floor Lamp,Floral,Lighting,Floor Lamp,"[""space-saving"", ""decor"", ""floral"", ""home""]","[""designer's choice""]",252.36,468.64
SKU0621,Marble Laundry Hamper,Indigo,Storage,Basket,"[""indigo"", ""soft"", ""marble"", ""decor""]","[""designer's choice""]",314.40,606.37
SKU0622,Ergonomic Toaster Oven,Oak,Kitchen,Appliances,"[""farmhouse"", ""storage"", ""oak"", ""decor"", ""coastal"", ""kitchen"", ""classic""]","[""curated collection""]",386.45,869.10
SKU0623,Orthopedic Food Canister Set of 3,Oak,Kitchen,Storage,"[""oak"", ""seating"", ""kitchen"", ""comfort"", ""home""]","[""complete decor kit""]",226.61,506.15
SKU0624,Textured Wall Sconce,Pink,Lighting,Wall Sconce,"[""pink"", ""portable"", ""rustic"", ""giftable"", ""coastal"", ""stylish"", ""lighting""]","[""nursery decor"", ""curated collection"", ""rustic retreat collection""]",201.58,427.48
SKU0625,Large Bohemian Tapestry,Charcoal,Art,Tapestry,"[""eco-friendly"", ""contemporary"", ""charcoal"", ""giftable""]","[""complete decor kit""]",290.42,590.80
SKU0626,Woven Oil Painting (30x40),Lavender,Art,Painting,"[""farmhouse"", ""durable"", ""lavender"", ""eco-friendly"", ""contemporary"", ""woven""]","[""home essentials""]",253.57,578.09
SKU0627,Rattan Storage Bed,Emerald,Furniture,Bed,"[""modern"", ""farmhouse"", ""portable"", ""bedroom"", ""rattan"", ""seating"", ""emerald"", ""glam""]","[""complete decor kit"", ""bathroom essentials""]",110.55,179.45
SKU0628,Unique Blackout Curtains (Pair),Silver,Home Necessities,Curtains,"[""durable"", ""silver"", ""storage"", ""giftable"", ""essential"", ""contemporary"", ""comfort""]","[""curated collection"", ""bathroom essentials""]",34.74,94.67
SKU0629,Gallery Wall Art Set of 5,Black,Art,Framed Art,"[""functional"", ""seating"", ""black"", ""decor""]","[""home essentials""]",309.55,843.09
SKU0630,Crystal Wall-Mounted Organizer,Blue,Storage,Wall Organizer,"[""durable"", ""storage"", ""giftable"", ""blue"", ""crystal""]","[""glamorous accents"", ""designer's choice""]",73.35,216.83
SKU0631,Compact 3-Seater Velvet Sofa,Multicolor,Home Necessities,Sofas,"[""scandinavian"", ""multicolor"", ""minimalist"", ""living room"", ""velvet"", ""unique"", ""seating"", ""essential"", ""comfort""]","[""living room seating solution"", ""curated collection""]",134.27,231.98
SKU0632,Memory Foam Storage Bin with Lid,Beige,Storage,Bin,"[""scandinavian"", ""eco-friendly"", ""beige"", ""unique"", ""memory foam""]","[""complete decor kit""]",120.94,321.11
SKU0633,Tractor Synthetic Enamel,Beige,Paints,Enamels,"[""minimalist"", ""paint"", ""renovation"", ""beige"", ""unique"", ""wall treatment"", ""essential"", ""home"", ""lighting"", ""glam""]","[""boho chic set"", ""painting project kit"", ""designer's choice"", ""home renovation supplies""]",352.91,803.12
SKU0634,Set of 3 Storage Baskets,Floral,Storage,Basket,"[""scandinavian"", ""decor"", ""essential"", ""contemporary"", ""floral""]","[""complete decor kit"", ""industrial loft look""]",375.28,803.61
SKU0635,Industrial Mood Light,Floral,Lighting,Ambient Light,"[""floral"", ""seating"", ""stylish"", ""bohemian""]","[""modern minimalist vibe"", ""complete decor kit"", ""dining collection""]",288.05,673.77
SKU0636,Abstract 3-Seater Velvet Sofa,Lavender,Home Necessities,Sofas,"[""lavender"", ""living room"", ""storage"", ""velvet"", ""stylish"", ""essential"", ""comfort""]","[""living room seating solution"", ""designer's choice""]",431.76,1056.35
SKU0637,Industrial Memory Foam Mattress (Queen),Cream,Home Necessities,Mattress,"[""adjustable"", ""cream"", ""ambient"", ""giftable"", ""bedroom"", ""coastal"", ""essential"", ""memory foam"", ""comfort"", ""home""]","[""nursery decor"", ""sleep well set"", ""bedroom comfort bundle"", ""designer's choice""]",97.41,199.19
SKU0638,Over-the-Toilet Storage,Sage Green,Bathroom,Storage Rack,"[""sage green"", ""soft"", ""durable"", ""adjustable"", ""bathroom"", ""coastal"", ""classic"", ""glam""]","[""curated collection"", ""glamorous accents""]",353.19,743.72
